Participant,celex_vowel,F1_50,F2_50,SearchName,Transcript,Corpus,Line,LineEnd,MatchId,URL,Before.Match,text,After.Match,Number,Target.word,word_start,word_end,Target.segment,start,end,celexSegment,noise,syllable,word,celex_frequency,corpus_frequency,following_segment,meanPitch,minPitch,maxPitch,vowel,stress,participant_gender,time_0_5,Error,F1_lob2,F2_lob2
Storyteller,FLEECE,312.8118217425907,2428.863304876189,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,41.698,45.22,g_2820;em_12_69423;n_821195-n_821205;p_1271;#=es_1_366887;prefix=088-;[0]=ew_0_355465;[1]=ew_0_355465,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366887,,eagerly,,88,eagerly,42.568,43.138,i,42.568,42.828,i,NA,NA,eagerly,NA,NA,g,214.72043327681214 ,135.4304274911399 ,313.546803840835 ,FLEECE,0,M,42.698,NA,-1.6424717978454915,1.929856714196767
Storyteller,KIT,366.7402940618157,2476.8554318826145,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,41.698,45.22,g_2820;em_12_69423;n_821195-n_821205;p_1271;#=es_1_366891;prefix=090-;[0]=ew_0_355465;[1]=ew_0_355465,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366891,,eagerly,,90,eagerly,42.568,43.138,@,43.028,43.138,I,NA,NA,eagerly,NA,NA,$,174.1454008294162 ,155.91106256697898 ,193.82695714381396 ,SCHWA,0,M,43.083,NA,-1.2861829964496374,2.0330527871254653
Storyteller,THOUGHT,642.6855160526449,1132.4053226296671,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,41.698,45.22,g_2820;em_12_69423;n_821195-n_821205;p_1271;#=es_1_366892;prefix=091-;[0]=ew_0_355466;[1]=ew_0_355466,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366892,,off,,91,off,43.138,43.448,$,43.138,43.228,$,NA,NA,off,NA,NA,f,184.67029013934027 ,160.07399588857754 ,196.12035947029239 ,THOUGHT,0,M,43.183,NA,0.5369020672631106,-0.8578791256211319
Storyteller,KIT,465.324829436592,2258.738901266168,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,41.698,45.22,g_2820;em_12_69423;n_821195-n_821205;p_1271;#=es_1_366903;prefix=093-;[0]=ew_0_355469;[1]=ew_0_355469,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366903,,winding,,93,winding,43.838,44.538,@,44.348,44.408,I,NA,NA,winding,NA,NA,N,271.48221426480296 ,270.9995952374219 ,271.72150409336 ,SCHWA,0,M,44.378,NA,-0.6348653448586675,1.5640431639963255
Storyteller,START,645.4349770240322,1128.5737557669552,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,41.698,45.22,g_2820;em_12_69423;n_821195-n_821205;p_1271;#=es_1_366906;prefix=094-;[0]=ew_0_355470;[1]=ew_0_355470,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366906,,path.,,94,path.,44.538,45.168,{,44.638,44.928,#,NA,NA,path,NA,NA,T,--undefined-- ,--undefined-- ,--undefined-- ,TRAP,0,M,44.783,NA,0.5550669087995367,-0.8661180322514355
Storyteller,LOT,436.3991309065647,1090.196078569958,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,46.028,48.955,g_2820;em_12_69425;n_821207-n_821214;p_1271;#=es_1_366414;prefix=097-;[0]=ew_0_355473;[1]=ew_0_355473,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366414,,was,,97,was,46.948,47.228,V,47.007999999999996,47.048,Q,NA,NA,was,NA,NA,z,406.7728433566148 ,364.04314375248856 ,447.1443051262188 ,STRUT,0,M,47.028000000000006,NA,-0.8259685231166446,-0.9486404337762753
Storyteller,KIT,416.1723302675314,2424.998382040178,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,46.028,48.955,g_2820;em_12_69425;n_821207-n_821214;p_1271;#=es_1_366419;prefix=099-;[0]=ew_0_355474;[1]=ew_0_355474,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366419,,really,,99,really,47.298,47.948,@,47.848,47.948,I,NA,NA,really,NA,NA,@,421.3193172707747 ,364.2859183122654 ,481.4981013914678 ,SCHWA,0,M,47.897999999999996,NA,-0.9596007631158668,1.9215460831885733
Storyteller,KIT,484.3036818345372,2271.452259156317,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,46.028,48.955,g_2820;em_12_69425;n_821207-n_821214;p_1271;#=es_1_366420;prefix=100-;[0]=ew_0_355475;[1]=ew_0_355475,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366420,,exciting.,,100,exciting.,47.948,48.778,@,47.948,48.028,I,NA,NA,exciting,NA,NA,k,494.29601835771643 ,471.94126657912 ,512.8738412530591 ,SCHWA,0,M,47.988,NA,-0.5094779143988181,1.5913803271902967
Storyteller,KIT,513.8777795905926,1664.9964168399165,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,46.028,48.955,g_2820;em_12_69425;n_821207-n_821214;p_1271;#=es_1_366425;prefix=101-;[0]=ew_0_355475;[1]=ew_0_355475,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366425,,exciting.,,101,exciting.,47.948,48.778,@,48.528,48.608,I,NA,NA,exciting,NA,NA,N,691.2287262420689 ,490.18638932281414 ,1314.8318607688955 ,SCHWA,0,M,48.568,NA,-0.3140909622245307,0.2873359925155874
Storyteller,LOT,430.359636298735,1187.6016398913976,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,49.535,55.104,g_2820;em_12_69427;n_821216-n_821229;p_1271;#=es_1_366974;prefix=103-;[0]=ew_0_355477;[1]=ew_0_355477,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366974,,was,,103,was,49.705,49.915,V,49.754999999999995,49.805,Q,NA,NA,was,NA,NA,z,418.8806585763799 ,393.32655897870455 ,443.790873377691 ,STRUT,0,M,49.78,NA,-0.865869603238532,-0.739192092208871
Storyteller,KIT,478.16386705522734,1200.337682462378,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,49.535,55.104,g_2820;em_12_69427;n_821216-n_821229;p_1271;#=es_1_366981;prefix=105-;[0]=ew_0_355479;[1]=ew_0_355479,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366981,,with,,105,with,50.76499999999999,51.044999999999995,@,50.805,50.855,I,NA,NA,with,NA,NA,T,--undefined-- ,--undefined-- ,--undefined-- ,SCHWA,0,M,50.83,NA,-0.5500417789852997,-0.7118061508064001
Storyteller,FLEECE,340.5826449976592,2482.1128425867946,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,49.535,55.104,g_2820;em_12_69427;n_821216-n_821229;p_1271;#=es_1_366988;prefix=107-;[0]=ew_0_355481;[1]=ew_0_355481,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366988,,trees,,107,trees,51.754999999999995,52.44499999999999,i,52.044999999999995,52.345,i,NA,NA,trees,NA,NA,z,335.9507350431378 ,320.6470561225467 ,398.08237503272505 ,FLEECE,0,M,52.195,NA,-1.458998524715201,2.044357644240301
Storyteller,LOT,658.4901755340679,944.5990395622657,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,49.535,55.104,g_2820;em_12_69427;n_821216-n_821229;p_1271;#=es_1_366994;prefix=109-;[0]=ew_0_355483;[1]=ew_0_355483,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366994,,lots,,109,lots,52.614999999999995,53.084999999999994,#,52.735,52.845,Q,NA,NA,lots,NA,NA,t,901.4159715398382 ,826.3541556960313 ,986.9738204866081 ,START,0,M,52.79,NA,0.6413185830837979,-1.261713506233111
Storyteller,FLEECE,298.05483949900463,2474.2747886239913,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,49.535,55.104,g_2820;em_12_69427;n_821216-n_821229;p_1271;#=es_1_367001;prefix=111-;[0]=ew_0_355485;[1]=ew_0_355485,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367001,,green,,111,green,53.324999999999996,54.004999999999995,i,53.574999999999996,53.855,i,NA,NA,green,NA,NA,n,250.5402203245902 ,245.72407443238623 ,255.0724634815818 ,FLEECE,0,M,53.715,NA,-1.7399666329423287,2.027503705087818
Storyteller,NURSE,482.259519903245,1321.4882738242363,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,49.535,55.104,g_2820;em_12_69427;n_821216-n_821229;p_1271;#=es_1_367004;prefix=112-;[0]=ew_0_355486;[1]=ew_0_355486,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367004,,ferns.,,112,ferns.,54.004999999999995,54.964999999999996,3,54.165,54.515,3,NA,NA,ferns,NA,NA,n,487.51946076832127 ,457.4041861009067 ,540.6219088805502 ,NURSE,0,M,54.339999999999996,NA,-0.522983062478073,-0.45129956271833016
Storyteller,NURSE,486.61389309467853,1454.9674335478708,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,55.679,59.319,g_2820;em_12_69429;n_821231-n_821244;p_1271;#=es_1_366610;prefix=114-;[0]=ew_0_355488;[1]=ew_0_355488,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366610,,birds,,114,birds,55.909,56.399,3,55.999,56.229,3,NA,NA,birds,NA,NA,d,175.91535454935124 ,141.60623010745888 ,231.93655917840087 ,NURSE,0,M,56.114000000000004,NA,-0.4942150603729396,-0.16428321315213362
Storyteller,KIT,501.5171466979869,2340.9163312062665,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,55.679,59.319,g_2820;em_12_69429;n_821231-n_821244;p_1271;#=es_1_366619;prefix=116-;[0]=ew_0_355491;[1]=ew_0_355491,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366619,,loudly,,116,loudly,57.009,57.549,@,57.459,57.549,I,NA,NA,loudly,NA,NA,@,--undefined-- ,--undefined-- ,--undefined-- ,SCHWA,0,M,57.504000000000005,NA,-0.3957538554682297,1.7407468981745582
Storyteller,KIT,510.5157352909153,1450.6673695693796,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,55.679,59.319,g_2820;em_12_69429;n_821231-n_821244;p_1271;#=es_1_366626;prefix=119-;[0]=ew_0_355493;[1]=ew_0_355493,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366626,,calling,,119,calling,57.709,58.099000000000004,@,57.979,58.029,I,NA,NA,calling,NA,NA,N,250.30085604332044 ,184.20897111576235 ,285.16210589171925 ,SCHWA,0,M,58.004,NA,-0.33630295307569297,-0.17352951548549403
Storyteller,GOOSE,412.81423035573727,1077.8651466767237,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,55.679,59.319,g_2820;em_12_69429;n_821231-n_821244;p_1271;#=es_1_366631;prefix=120-;[0]=ew_0_355495;[1]=ew_0_355495,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366631,,to,,120,to,58.319,58.469,u,58.399,58.469,u,NA,NA,to,NA,NA,i,--undefined-- ,--undefined-- ,--undefined-- ,GOOSE,0,M,58.434,NA,-0.9817866946115403,-0.9751552774872582
Storyteller,FLEECE,373.0488281967765,1999.1576911427883,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,55.679,59.319,g_2820;em_12_69429;n_821231-n_821244;p_1271;#=es_1_366632;prefix=121-;[0]=ew_0_355496;[1]=ew_0_355496,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366632,,each,,121,each,58.469,58.689,i,58.469,58.559000000000005,i,NA,NA,each,NA,NA,J,365.6098670213999 ,311.7812924116694 ,432.6334362475865 ,FLEECE,0,M,58.514,NA,-1.2445044550623494,1.005873248184395
Storyteller,STRUT,723.9568612967073,1193.1325213482078,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,55.679,59.319,g_2820;em_12_69429;n_821231-n_821244;p_1271;#=es_1_366634;prefix=122-;[0]=ew_0_355497;[1]=ew_0_355497,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366634,,other.,,122,other.,58.689,59.039,V,58.689,58.779,V,NA,NA,other,NA,NA,D,--undefined-- ,--undefined-- ,--undefined-- ,STRUT,0,M,58.734,NA,1.0738368058077645,-0.7272991988995048
Storyteller,KIT,433.3338541264263,1972.7533438730795,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,61.159,64.716,g_2820;em_12_69431;n_821246-n_821256;p_1271;#=es_1_366778;prefix=125-;[0]=ew_0_355499;[1]=ew_0_355499,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366778,,big,,125,big,61.339,62.329,I,61.509,61.629,I,NA,NA,big,NA,NA,g,180.34662468941258 ,150.3040360980987 ,337.86806480586 ,KIT,0,M,61.569,NA,-0.8462198623994883,0.9490967492783409
Storyteller,TRAP,786.6286734962852,1153.2702455827628,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,61.159,64.716,g_2820;em_12_69431;n_821246-n_821256;p_1271;#=es_1_366790;prefix=128-;[0]=ew_0_355504;[1]=ew_0_355504,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366790,,Hana's,,128,Hana's,63.659,64.189,{,63.799,63.859,{,NA,NA,hana's,NA,NA,n,195.0626872561129 ,185.16218245436738 ,222.31200095970837 ,TRAP,0,M,63.829,NA,1.4878901599936107,-0.8130138894870669
Storyteller,DRESS,420.5731056926977,2495.4167262718147,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,61.159,64.716,g_2820;em_12_69431;n_821246-n_821256;p_1271;#=es_1_366795;prefix=130-;[0]=ew_0_355505;[1]=ew_0_355505,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366795,,head!,,130,head!,64.189,64.589,E,64.199,64.389,E,NA,NA,head,NA,NA,d,252.83544277832524 ,150.3375338347403 ,417.3319894503505 ,DRESS,0,M,64.294,NA,-0.9305261957488643,2.072964597851889
Storyteller,FLEECE,354.327142224465,2289.818454632553,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,65.302,68.724,g_2820;em_12_69433;n_821258-n_821271;p_1271;#=es_1_366798;prefix=131-;[0]=ew_0_355506;[1]=ew_0_355506,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366798,,She,,131,She,65.382,65.61200000000001,i,65.53200000000001,65.61200000000001,i,NA,NA,she,NA,NA,k,337.11266580224043 ,318.67863724214584 ,356.78910596494393 ,FLEECE,0,M,65.572,NA,-1.368192866180321,1.6308726224064396
Storyteller,KIT,548.7552694711019,1435.3374844174277,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,65.302,68.724,g_2820;em_12_69433;n_821258-n_821271;p_1271;#=es_1_366801;prefix=132-;[0]=ew_0_355507;[1]=ew_0_355507,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366801,,quickly,,132,quickly,65.61200000000001,66.14200000000001,I,65.86200000000001,65.912,I,NA,NA,quickly,NA,NA,k,175.19132170559052 ,166.5811840475734 ,184.0071092834435 ,KIT,0,M,65.887,NA,-0.08366613224482478,-0.20649292104402628
Storyteller,TRAP,607.5216086550902,899.5141351982146,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,65.302,68.724,g_2820;em_12_69433;n_821258-n_821271;p_1271;#=es_1_366806;prefix=134-;[0]=ew_0_355508;[1]=ew_0_355508,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366806,,ran,,134,ran,66.14200000000001,66.45200000000001,{,66.262,66.382,{,NA,NA,ran,NA,NA,n,217.35781640535723 ,133.25679306021394 ,298.67321454009016 ,TRAP,0,M,66.322,NA,0.30458496499275245,-1.3586582629869235
Storyteller,START,861.0423856318388,1356.4663305462084,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,65.302,68.724,g_2820;em_12_69433;n_821258-n_821271;p_1271;#=es_1_366808;prefix=135-;[0]=ew_0_355509;[1]=ew_0_355509,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366808,,after,,135,after,66.45200000000001,66.762,{,66.45200000000001,66.58200000000001,#,NA,NA,after,NA,NA,f,222.81843880753752 ,134.2553002810916 ,313.99215988881383 ,TRAP,0,M,66.517,NA,1.979518629408662,-0.37608726608681203
Storyteller,FLEECE,353.2326880991326,2400.4668790980454,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,65.302,68.724,g_2820;em_12_69433;n_821258-n_821271;p_1271;#=es_1_366817;prefix=139-;[0]=ew_0_355513;[1]=ew_0_355513,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366817,,see,,139,see,67.53200000000001,67.742,i,67.64200000000001,67.742,i,NA,NA,see,NA,NA,w,177.15743381348003 ,169.8600852883315 ,194.65217569691484 ,FLEECE,0,M,67.692,NA,-1.37542358738802,1.8687967068934166
Storyteller,DRESS,416.3213943230151,1898.259522323903,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,65.302,68.724,g_2820;em_12_69433;n_821258-n_821271;p_1271;#=es_1_366824;prefix=142-;[0]=ew_0_355516;[1]=ew_0_355516,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366824,,went.,,142,went.,68.06200000000001,68.522,E,68.122,68.19200000000001,E,NA,NA,went,NA,NA,n,202.44507040516538 ,167.7568393619244 ,234.10213364140907 ,DRESS,0,M,68.157,NA,-0.9586159428275204,0.78891485443761
Storyteller,STRUT,799.2007925841255,1130.9551055872435,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,69.122,72.197,g_2820;em_12_69435;n_821273-n_821279;p_1271;#=es_1_366555;prefix=143-;[0]=ew_0_355517;[1]=ew_0_355517,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366555,,Suddenly,,143,Suddenly,69.182,70.152,V,69.472,69.602,V,NA,NA,suddenly,NA,NA,d,--undefined-- ,--undefined-- ,--undefined-- ,STRUT,0,M,69.53699999999999,NA,1.570950277370897,-0.8609974850898081
Storyteller,KIT,498.26802015341246,2334.2587322026516,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,69.122,72.197,g_2820;em_12_69435;n_821273-n_821279;p_1271;#=es_1_366560;prefix=145-;[0]=ew_0_355517;[1]=ew_0_355517,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366560,,Suddenly,,145,Suddenly,69.182,70.152,@,69.902,70.152,I,NA,NA,suddenly,NA,NA,S,581.199220455955 ,298.99693644968045 ,904.6172230876857 ,SCHWA,0,M,70.027,NA,-0.41721983350108416,1.7264312569400055
Storyteller,FLEECE,359.32879954319037,2274.2606164789404,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,69.122,72.197,g_2820;em_12_69435;n_821273-n_821279;p_1271;#=es_1_366562;prefix=146-;[0]=ew_0_355518;[1]=ew_0_355518,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366562,,she,,146,she,70.562,70.832,i,70.742,70.832,i,NA,NA,she,NA,NA,s,--undefined-- ,--undefined-- ,--undefined-- ,FLEECE,0,M,70.787,NA,-1.335148457272669,1.5974190561475796
Storyteller,LOT,547.6370736076402,918.3406001347303,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,69.122,72.197,g_2820;em_12_69435;n_821273-n_821279;p_1271;#=es_1_366565;prefix=147-;[0]=ew_0_355519;[1]=ew_0_355519,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366565,,stopped,,147,stopped,70.832,71.442,#,71.122,71.262,Q,NA,NA,stopped,NA,NA,p,533.2509223002652 ,484.0637416723895 ,574.7171168350302 ,START,0,M,71.192,NA,-0.09105370780157818,-1.3181762637557137
Storyteller,STRUT,618.6751340151667,1117.9026001681993,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,69.122,72.197,g_2820;em_12_69435;n_821273-n_821279;p_1271;#=es_1_366569;prefix=148-;[0]=ew_0_355520;[1]=ew_0_355520,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366569,,running.,,148,running.,71.442,72.012,V,71.642,71.712,V,NA,NA,running,NA,NA,n,518.7283970362798 ,517.9027739249011 ,519.7918853909168 ,STRUT,0,M,71.67699999999999,NA,0.3782728706756152,-0.889063907337473
Storyteller,KIT,698.9833418866139,1875.8830232111095,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,69.122,72.197,g_2820;em_12_69435;n_821273-n_821279;p_1271;#=es_1_366571;prefix=149-;[0]=ew_0_355520;[1]=ew_0_355520,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366571,,running.,,149,running.,71.442,72.012,@,71.782,71.882,I,NA,NA,running,NA,NA,N,--undefined-- ,--undefined-- ,--undefined-- ,SCHWA,0,M,71.832,NA,0.9088444573394338,0.7407993201120817
Storyteller,KIT,352.9062526675324,2531.0144979609895,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367041;prefix=151-;[0]=ew_0_355522;[1]=ew_0_355522,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367041,,baby,,151,baby,74.68199999999999,75.392,@,75.192,75.392,I,NA,NA,baby,NA,NA,NA,224.0773275612537 ,163.52391261096832 ,360.8273669108931 ,SCHWA,0,M,75.29199999999999,NA,-1.3775802457107242,2.149509449528152
Storyteller,LOT,386.8121452156358,1350.285120494697,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367043;prefix=152-;[0]=ew_0_355524;[1]=ew_0_355524,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367043,,was,,152,was,75.85199999999999,76.15199999999999,V,75.88199999999999,75.96199999999999,Q,NA,NA,was,NA,NA,z,359.7401290045971 ,334.9294185480934 ,376.85066689897485 ,STRUT,0,M,75.92200000000001,NA,-1.1535744599596993,-0.3893785420325099
Storyteller,LOT,509.8332425730156,1026.419586737984,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367048;prefix=154-;[0]=ew_0_355526;[1]=ew_0_355526,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367048,,on,,154,on,76.52199999999999,76.68199999999999,#,76.52199999999999,76.592,Q,NA,NA,on,NA,NA,n,159.1310595844763 ,156.13176056739394 ,163.11042629529206 ,START,0,M,76.557,NA,-0.3408119721886858,-1.085777166668896
Storyteller,START,766.5648898724361,1094.6715849031157,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367053;prefix=156-;[0]=ew_0_355528;[1]=ew_0_355528,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367053,,path,,156,path,76.74199999999999,77.172,{,76.88199999999999,77.07199999999999,#,NA,NA,path,NA,NA,T,184.7959259539989 ,155.25574985720004 ,205.94716959612404 ,TRAP,0,M,76.977,NA,1.355334923188607,-0.9390168828574432
Storyteller,KIT,517.0909877849748,1196.4643299252816,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367055;prefix=157-;[0]=ew_0_355529;[1]=ew_0_355529,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367055,,in,,157,in,77.172,77.312,@,77.172,77.21199999999999,I,NA,NA,in,NA,NA,n,267.1099771522785 ,256.34919868666015 ,273.64058921651383 ,SCHWA,0,M,77.192,NA,-0.29286228566504924,-0.7201349079553226
Storyteller,STRUT,730.466946799157,1212.375082904731,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367059;prefix=158-;[0]=ew_0_355530;[1]=ew_0_355530,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367059,,front,,158,front,77.312,77.672,V,77.472,77.52199999999999,V,NA,NA,front,NA,NA,n,165.94659636414696 ,155.122578968752 ,185.4997144413219 ,STRUT,0,M,77.497,NA,1.116846934982617,-0.6859224792251285
Storyteller,NURSE,526.4436411714327,1985.1084594769711,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,74.442,78.255,g_2820;em_12_69437;n_821281-n_821295;p_1271;#=es_1_367065;prefix=160-;[0]=ew_0_355532;[1]=ew_0_355532,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367065,,her.,,160,her.,77.832,78.112,3,77.842,78.112,3,NA,NA,her,NA,NA,@,456.7966751683807 ,243.53376847966072 ,539.9013501765882 ,NURSE,0,M,77.977,NA,-0.23107218626807383,0.9756635945179983
Storyteller,TRAP,581.2666146370036,2385.916111013566,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,78.956,82.535,g_2820;em_12_69439;n_821297-n_821308;p_1271;#=es_1_367088;prefix=162-;[0]=ew_0_355534;[1]=ew_0_355534,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367088,,had,,162,had,79.206,79.396,{,79.21600000000001,79.296,{,NA,NA,had,NA,NA,d,--undefined-- ,--undefined-- ,--undefined-- ,TRAP,0,M,79.256,NA,0.13112630860829105,1.837508614073245
Storyteller,LOT,664.5941138158851,947.1185039456869,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,78.956,82.535,g_2820;em_12_69439;n_821297-n_821308;p_1271;#=es_1_367097;prefix=165-;[0]=ew_0_355536;[1]=ew_0_355536,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367097,,from,,165,from,80.046,80.32600000000001,V,80.196,80.256,Q,NA,NA,from,NA,NA,m,155.77189840281483 ,154.83124665044247 ,157.62246946724767 ,STRUT,0,M,80.226,NA,0.6816454227047973,-1.2562959753489729
Storyteller,KIT,545.3498336875165,1448.6796072788845,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,78.956,82.535,g_2820;em_12_69439;n_821297-n_821308;p_1271;#=es_1_367099;prefix=166-;[0]=ew_0_355537;[1]=ew_0_355537,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367099,,its,,166,its,80.32600000000001,80.57600000000001,@,80.32600000000001,80.396,I,NA,NA,its,NA,NA,t,184.98660115050865 ,173.35280098553122 ,231.46465578484109 ,SCHWA,0,M,80.36099999999999,NA,-0.10616479726136853,-0.17780374284506453
Storyteller,DRESS,503.9619987500625,2384.720319082077,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,78.956,82.535,g_2820;em_12_69439;n_821297-n_821308;p_1271;#=es_1_367103;prefix=167-;[0]=ew_0_355538;[1]=ew_0_355538,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367103,,nest,,167,nest,80.57600000000001,81.056,E,80.666,80.816,E,NA,NA,nest,NA,NA,s,273.84470682638545 ,263.29932403067477 ,292.54704187481786 ,DRESS,0,M,80.741,NA,-0.3796014712125074,1.8349373375104667
