Participant,celex_vowel,F1_50,F2_50,SearchName,Transcript,Corpus,Line,LineEnd,MatchId,URL,Before.Match,text,After.Match,Number,Target.word,word_start,word_end,Target.segment,start,end,celexSegment,noise,syllable,word,celex_frequency,corpus_frequency,following_segment,meanPitch,minPitch,maxPitch,vowel,stress,participant_gender,time_0_5,Error,F1_lob2,F2_lob2
Storyteller,TRAP,485.7943223670623,2436.4354872997665,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,78.956,82.535,g_2820;em_12_69439;n_821297-n_821308;p_1271;#=es_1_367106;prefix=168-;[0]=ew_0_355539;[1]=ew_0_355539,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367106,,and,,168,and,81.126,81.35600000000001,{,81.126,81.156,{,NA,NA,and,NA,NA,n,475.2125388751804 ,468.3057937837585 ,489.0291627899035 ,TRAP,0,M,81.141,NA,-0.4996297116627633,1.9461389575219752
Storyteller,STRUT,700.5491023580378,1271.4613803900804,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,83.198,85.581,g_2820;em_12_69441;n_821310-n_821315;p_1271;#=es_1_366574;prefix=171-;[0]=ew_0_355542;[1]=ew_0_355542,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366574,,Hurry,,171,Hurry,83.52799999999999,84.18799999999999,3,83.538,83.80799999999999,Vr,NA,NA,hurry,NA,NA,@,331.8540693570829 ,224.87440261976812 ,386.10699203146277 ,NURSE,0,M,83.673,NA,0.9191889543675419,-0.5588709346338979
Storyteller,KIT,375.29677670319643,2419.2504419756906,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,83.198,85.581,g_2820;em_12_69441;n_821310-n_821315;p_1271;#=es_1_366575;prefix=172-;[0]=ew_0_355542;[1]=ew_0_355542,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366575,,Hurry,,172,Hurry,83.52799999999999,84.18799999999999,@,83.80799999999999,84.18799999999999,I,NA,NA,hurry,NA,NA,k,270.2502363030769 ,155.979766126757 ,379.4050966120481 ,SCHWA,0,M,83.998,NA,-1.2296529518673214,1.9091864550769622
Storyteller,TRAP,850.6008922043665,1160.0271180625627,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,83.198,85.581,g_2820;em_12_69441;n_821310-n_821315;p_1271;#=es_1_366581;prefix=173-;[0]=ew_0_355544;[1]=ew_0_355544,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366581,,Hana.,,173,Hana.,85.148,85.52799999999999,{,85.15799999999999,85.24799999999999,{,NA,NA,hana,NA,NA,n,--undefined-- ,--undefined-- ,--undefined-- ,TRAP,0,M,85.203,NA,1.9105348993293918,-0.7984847833880186
Storyteller,TRAP,696.8425798994289,2263.613971846865,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,85.985,87.472,g_2820;em_12_69443;n_821317-n_821324;p_1271;#=es_1_366830;prefix=175-;[0]=ew_0_355546;[1]=ew_0_355546,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366830,,have,,175,have,86.185,86.455,{,86.195,86.335,{,NA,NA,have,NA,NA,v,224.63947093892392 ,160.89603752228794 ,276.7427575605651 ,TRAP,0,M,86.26499999999999,NA,0.8947011024531126,1.5745258862793114
Storyteller,START,833.0327500796271,1300.3963337977038,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,88.585,90.974,g_2820;em_12_69445;n_821326-n_821335;p_1271;#=es_1_366504;prefix=179-;[0]=ew_0_355550;[1]=ew_0_355550,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366504,,Aunty,,179,Aunty,88.735,89.145,$,88.735,88.90499999999999,#,NA,NA,aunty,NA,NA,n,233.5589428224463 ,223.4907445738078 ,273.7772455380676 ,THOUGHT,0,M,88.82,NA,1.794467597008573,-0.49665294705352236
Storyteller,STRUT,755.1468054400046,1143.8512449080179,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,88.585,90.974,g_2820;em_12_69445;n_821326-n_821335;p_1271;#=es_1_366509;prefix=181-;[0]=ew_0_355551;[1]=ew_0_355551,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366509,,rushed,,181,rushed,89.145,89.645,V,89.32499999999999,89.43499999999999,V,NA,NA,rushed,NA,NA,S,253.200048703134 ,155.58675790746253 ,568.9498574056406 ,STRUT,0,M,89.38000000000001,NA,1.2798991572246339,-0.8332672923090816
Storyteller,FLEECE,352.4140524062869,2430.9099985521298,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,91.951,94.484,g_2820;em_12_69447;n_821337-n_821345;p_1271;#=es_1_366949;prefix=186-;[0]=ew_0_355557;[1]=ew_0_355557,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366949,,She,,186,She,92.03099999999999,92.261,i,92.19099999999999,92.261,i,NA,NA,she,NA,NA,k,--undefined-- ,--undefined-- ,--undefined-- ,FLEECE,0,M,92.226,NA,-1.3808320611911966,1.9342576599980819
Storyteller,KIT,512.3026516335981,740.0971025568736,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,91.951,94.484,g_2820;em_12_69447;n_821337-n_821345;p_1271;#=es_1_366958;prefix=190-;[0]=ew_0_355559;[1]=ew_0_355559,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366958,,lifted,,190,lifted,93.17099999999999,93.52099999999999,I,93.201,93.261,I,NA,NA,lifted,NA,NA,f,471.93888001228817 ,403.6613478579817 ,517.9756817227689 ,KIT,0,M,93.231,NA,-0.32449734734370655,-1.701448065246154
Storyteller,KIT,459.6688638138792,1501.529416748315,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,91.951,94.484,g_2820;em_12_69447;n_821337-n_821345;p_1271;#=es_1_366961;prefix=191-;[0]=ew_0_355559;[1]=ew_0_355559,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366961,,lifted,,191,lifted,93.17099999999999,93.52099999999999,@,93.431,93.481,I,NA,NA,lifted,NA,NA,d,430.88572386609746 ,366.8323324438565 ,457.3408686056255 ,SCHWA,0,M,93.456,NA,-0.6722325671401357,-0.06416233679642351
Storyteller,STRUT,733.0816476442661,880.5210020357074,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,91.951,94.484,g_2820;em_12_69447;n_821337-n_821345;p_1271;#=es_1_366963;prefix=192-;[0]=ew_0_355560;[1]=ew_0_355560,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366963,,up,,192,up,93.52099999999999,93.821,V,93.52099999999999,93.651,V,NA,NA,up,NA,NA,p,--undefined-- ,--undefined-- ,--undefined-- ,STRUT,0,M,93.586,NA,1.1341214578839556,-1.3994986440502624
Storyteller,KIT,396.4763312006673,2496.0557910081043,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,91.951,94.484,g_2820;em_12_69447;n_821337-n_821345;p_1271;#=es_1_366970;prefix=194-;[0]=ew_0_355562;[1]=ew_0_355562,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366970,,baby.,,194,baby.,93.89099999999999,94.431,@,94.25099999999999,94.431,I,NA,NA,baby,NA,NA,S,--undefined-- ,--undefined-- ,--undefined-- ,SCHWA,0,M,94.34100000000001,NA,-1.0897261606663036,2.0743387601415386
Storyteller,FLEECE,352.16770457771406,2323.45600490694,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,95.23,98.224,g_2820;em_12_69449;n_821347-n_821357;p_1271;#=es_1_367067;prefix=195-;[0]=ew_0_355563;[1]=ew_0_355563,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367067,,She,,195,She,95.41000000000001,95.62,i,95.56,95.62,i,NA,NA,she,NA,NA,p,331.0819690859941 ,322.9462010319553 ,348.8531413678321 ,FLEECE,0,M,95.59,NA,-1.3824596053954739,1.7032024670660366
Storyteller,TRAP,610.8620569838757,2206.3051350024593,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,95.23,98.224,g_2820;em_12_69449;n_821347-n_821357;p_1271;#=es_1_367074;prefix=198-;[0]=ew_0_355567;[1]=ew_0_355567,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367074,,back,,198,back,96.66000000000001,97.06,{,96.76,96.9,{,NA,NA,back,NA,NA,k,558.2859538762682 ,494.5026365805132 ,624.8442479269494 ,TRAP,0,M,96.83,NA,0.32665427791789364,1.4512963635356682
Storyteller,KIT,511.17471602641547,2243.9452490102344,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,95.23,98.224,g_2820;em_12_69449;n_821347-n_821357;p_1271;#=es_1_367076;prefix=199-;[0]=ew_0_355568;[1]=ew_0_355568,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367076,,in,,199,in,97.06,97.22,@,97.06,97.17,I,NA,NA,in,NA,NA,n,269.18284745643706 ,238.3812777603868 ,296.0030676155073 ,SCHWA,0,M,97.11500000000001,NA,-0.33194927038643546,1.5322328044162903
Storyteller,KIT,522.7218347840324,2017.1917193779232,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,95.23,98.224,g_2820;em_12_69449;n_821347-n_821357;p_1271;#=es_1_367078;prefix=200-;[0]=ew_0_355569;[1]=ew_0_355569,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367078,,its,,200,its,97.22,97.48,@,97.22,97.29,I,NA,NA,its,NA,NA,t,256.89917191761685 ,251.2119832592494 ,272.2457823192753 ,SCHWA,0,M,97.255,NA,-0.25566101439109057,1.0446512938563866
Storyteller,DRESS,477.2050377469617,2455.4638217351944,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,95.23,98.224,g_2820;em_12_69449;n_821347-n_821357;p_1271;#=es_1_367082;prefix=201-;[0]=ew_0_355570;[1]=ew_0_355570,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_367082,,nest.,,201,nest.,97.48,98.17,E,97.60000000000001,97.74000000000001,E,NA,NA,nest,NA,NA,s,512.3661063810315 ,485.0317065403376 ,538.8730578351518 ,DRESS,0,M,97.66999999999999,NA,-0.55637646881228,1.9870550308572366
Storyteller,STRUT,640.2627015825775,1190.5394905181743,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,100.492,104.832,g_2820;em_12_69451;n_821359-n_821373;p_1271;#=es_1_366471;prefix=203-;[0]=ew_0_355572;[1]=ew_0_355572,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366471,,mother,,203,mother,100.742,101.262,V,100.882,100.982,V,NA,NA,mother,NA,NA,D,--undefined-- ,--undefined-- ,--undefined-- ,STRUT,0,M,100.932,NA,0.520895278521997,-0.7328749175711669
Storyteller,GOOSE,441.10907090169695,1505.0928315431122,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,100.492,104.832,g_2820;em_12_69451;n_821359-n_821373;p_1271;#=es_1_366476;prefix=205-;[0]=ew_0_355574;[1]=ew_0_355574,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366476,,flew,,205,flew,101.78200000000001,102.062,u,101.97200000000001,102.062,u,NA,NA,flew,NA,NA,s,425.6051281784747 ,407.52797211830716 ,457.9459308322778 ,GOOSE,0,M,102.017,NA,-0.7948514006886497,-0.056500029747814165
Storyteller,KIT,575.560078684032,1937.4802323111849,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,100.492,104.832,g_2820;em_12_69451;n_821359-n_821373;p_1271;#=es_1_366482;prefix=206-;[0]=ew_0_355576;[1]=ew_0_355576,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366482,,into,,206,into,102.712,102.982,@,102.712,102.792,I,NA,NA,into,NA,NA,n,154.8051633954117 ,152.45961222959835 ,159.13785760950879 ,SCHWA,0,M,102.75200000000001,NA,0.0934249837353851,0.8732500048180248
Storyteller,DRESS,476.97768503727775,2309.434914273204,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,100.492,104.832,g_2820;em_12_69451;n_821359-n_821373;p_1271;#=es_1_366489;prefix=209-;[0]=ew_0_355578;[1]=ew_0_355578,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366489,,nest,,209,nest,103.092,103.492,E,103.19200000000001,103.312,E,NA,NA,nest,NA,NA,s,249.41453608529721 ,227.21129658616556 ,277.9985231492303 ,DRESS,0,M,103.252,NA,-0.5578785181184035,1.6730533242413148
Storyteller,KIT,342.1599353072897,2414.2322643202824,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,100.492,104.832,g_2820;em_12_69451;n_821359-n_821373;p_1271;#=es_1_366503;prefix=213-;[0]=ew_0_355582;[1]=ew_0_355582,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366503,,baby.,,213,baby.,104.062,104.61200000000001,@,104.402,104.61200000000001,I,NA,NA,baby,NA,NA,$,341.9751606524675 ,331.3871175609962 ,368.547052057983 ,SCHWA,0,M,104.507,NA,-1.4485778535983744,1.8983960138192255
Storyteller,START,953.9029867951492,1485.5516040125794,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,105.344,108.056,g_2820;em_12_69453;n_821375-n_821383;p_1271;#=es_1_366637;prefix=214-;[0]=ew_0_355583;[1]=ew_0_355583,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366637,,Aunty,,214,Aunty,105.464,105.97399999999999,$,105.464,105.654,#,NA,NA,aunty,NA,NA,n,224.69685227381817 ,192.93971421531793 ,244.15651803438595 ,THOUGHT,0,M,105.559,NA,2.593020011193211,-0.098518962167441
Storyteller,KIT,400.98847870586883,2325.7296060200783,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,105.344,108.056,g_2820;em_12_69453;n_821375-n_821383;p_1271;#=es_1_366640;prefix=215-;[0]=ew_0_355583;[1]=ew_0_355583,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366640,,Aunty,,215,Aunty,105.464,105.97399999999999,@,105.844,105.97399999999999,I,NA,NA,aunty,NA,NA,@,428.16231162881303 ,399.56286579776 ,440.5621252597539 ,SCHWA,0,M,105.90899999999999,NA,-1.0599157922799467,1.708091325320866
Storyteller,TRAP,832.9126758730869,1181.0482939262747,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,105.344,108.056,g_2820;em_12_69453;n_821375-n_821383;p_1271;#=es_1_366645;prefix=217-;[0]=ew_0_355585;[1]=ew_0_355585,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366645,,Hana,,217,Hana,106.234,106.544,{,106.244,106.344,{,NA,NA,hana,NA,NA,n,--undefined-- ,--undefined-- ,--undefined-- ,TRAP,0,M,106.294,NA,1.7936743037205016,-0.7532835611711294
Storyteller,THOUGHT,405.0579481544282,574.5643898683766,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,105.344,108.056,g_2820;em_12_69453;n_821375-n_821383;p_1271;#=es_1_366649;prefix=219-;[0]=ew_0_355586;[1]=ew_0_355586,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366649,,walked,,219,walked,106.544,107.17399999999999,$,106.78399999999999,106.94399999999999,$,NA,NA,walked,NA,NA,k,161.68247964758206 ,154.38186393041735 ,165.69713907220785 ,THOUGHT,0,M,106.864,NA,-1.033030061425906,-2.0573882361912816
Storyteller,TRAP,603.5761862896466,1932.6548575602044,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,105.344,108.056,g_2820;em_12_69453;n_821375-n_821383;p_1271;#=es_1_366653;prefix=220-;[0]=ew_0_355587;[1]=ew_0_355587,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366653,,back,,220,back,107.17399999999999,107.50399999999999,{,107.22399999999999,107.41399999999999,{,NA,NA,back,NA,NA,k,563.298787931654 ,168.47347376160556 ,610.3790373981019 ,TRAP,0,M,107.319,NA,0.2785187749982849,0.8628741420302845
Storyteller,TRAP,788.1597176377308,1465.2929255858007,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,109.503,111.69,g_2820;em_12_69455;n_821385-n_821395;p_1271;#=es_1_366679;prefix=221-;[0]=ew_0_355589;[1]=ew_0_355589,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366679,,Hana's,,221,Hana's,109.583,109.933,{,109.593,109.663,{,NA,NA,hana's,NA,NA,n,168.60717719877215 ,156.88746810809184 ,184.31695736994592 ,TRAP,0,M,109.628,NA,1.49800529692556,-0.1420806083534705
Storyteller,STRUT,838.851796340489,1215.023909853963,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,109.503,111.69,g_2820;em_12_69455;n_821385-n_821395;p_1271;#=es_1_366684;prefix=223-;[0]=ew_0_355590;[1]=ew_0_355590,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366684,,mum,,223,mum,109.933,110.223,V,110.003,110.113,V,NA,NA,mum,NA,NA,m,178.9535238106252 ,153.55326873218627 ,212.47860944628653 ,STRUT,0,M,110.058,NA,1.8329122428215867,-0.6802267837834188
Storyteller,LOT,463.25225923927496,1067.7656076327914,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,109.503,111.69,g_2820;em_12_69455;n_821385-n_821395;p_1271;#=es_1_366687;prefix=224-;[0]=ew_0_355591;[1]=ew_0_355591,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366687,,was,,224,was,110.223,110.423,V,110.273,110.303,Q,NA,NA,was,NA,NA,z,459.86665016224316 ,439.5264853242602 ,483.6353221691732 ,STRUT,0,M,110.288,NA,-0.648558177599038,-0.9968720221438209
Storyteller,KIT,528.9187303727861,1779.7090633290015,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,109.503,111.69,g_2820;em_12_69455;n_821385-n_821395;p_1271;#=es_1_366695;prefix=227-;[0]=ew_0_355594;[1]=ew_0_355594,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366695,,pick,,227,pick,110.793,111.053,I,110.893,110.963,I,NA,NA,pick,NA,NA,k,531.3124371437767 ,471.88807022983866 ,591.9894572312542 ,KIT,0,M,110.928,NA,-0.21472003448305738,0.5339992552492155
Storyteller,STRUT,819.2548368369972,1296.3510160688538,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,109.503,111.69,g_2820;em_12_69455;n_821385-n_821395;p_1271;#=es_1_366699;prefix=229-;[0]=ew_0_355596;[1]=ew_0_355596,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366699,,up.,,229,up.,111.203,111.643,V,111.203,111.343,V,NA,NA,up,NA,NA,p,224.74117752887264 ,172.70601216110074 ,410.35672646539257 ,STRUT,0,M,111.273,NA,1.7034411691525277,-0.5053514759457773
Storyteller,TRAP,823.9217566613412,1365.8033889966036,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366727;prefix=230-;[0]=ew_0_355597;[1]=ew_0_355597,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366727,,Hana,,230,Hana,112.56400000000001,112.774,{,112.574,112.644,{,NA,NA,hana,NA,NA,n,--undefined-- ,--undefined-- ,--undefined-- ,TRAP,0,M,112.609,NA,1.7342740705665234,-0.35601006124324464
Storyteller,STRUT,767.0295073865516,1192.1785120848838,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366737;prefix=233-;[0]=ew_0_355600;[1]=ew_0_355600,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366737,,mum,,233,mum,113.23400000000001,113.574,V,113.324,113.43400000000001,V,NA,NA,mum,NA,NA,m,--undefined-- ,--undefined-- ,--undefined-- ,STRUT,0,M,113.379,NA,1.3584045079569618,-0.7293505772328606
Storyteller,KIT,426.4882457691016,2097.3176225028,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366748;prefix=237-;[0]=ew_0_355604;[1]=ew_0_355604,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366748,,big,,237,big,114.614,115.054,I,114.84400000000001,114.98400000000001,I,NA,NA,big,NA,NA,g,334.7138735656535 ,149.96081516635516 ,490.0184296067468 ,KIT,0,M,114.91399999999999,NA,-0.8914466877028109,1.2169436896746741
Storyteller,DRESS,415.852468172428,2262.808090621346,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366753;prefix=239-;[0]=ew_0_355605;[1]=ew_0_355605,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366753,,adventure,,239,adventure,115.054,115.644,E,115.26400000000001,115.37400000000001,E,NA,NA,adventure,NA,NA,n,341.394499174293 ,239.9519360884117 ,399.9711972669001 ,DRESS,0,M,115.319,NA,-0.9617139934295637,1.5727930233514111
Storyteller,KIT,505.2914833809264,1605.7975406626774,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366757;prefix=241-;[0]=ew_0_355606;[1]=ew_0_355606,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366757,,in,,241,in,115.644,115.834,@,115.644,115.73400000000001,I,NA,NA,in,NA,NA,n,168.54946511022192 ,152.63125105441537 ,177.67259332746002 ,SCHWA,0,M,115.68900000000001,NA,-0.3708179758670282,0.16004237324204684
Storyteller,KIT,437.0067699355421,2050.4327875928907,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366768;prefix=245-;[0]=ew_0_355609;[1]=ew_0_355609,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366768,,helping,,245,helping,116.32400000000001,116.854,@,116.634,116.694,I,NA,NA,helping,NA,NA,N,201.11790057476244 ,195.54664313915956 ,231.27271544611827 ,SCHWA,0,M,116.664,NA,-0.8219540392641416,1.1161285946911743
Storyteller,KIT,379.1249967929985,2398.3160004123697,segment≈^([I@EVQU{i#3\$u])$,Hana.trs,kids,112.254,118.376,g_2820;em_12_69457;n_821397-n_821415;p_1271;#=es_1_366775;prefix=247-;[0]=ew_0_355611;[1]=ew_0_355611,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Hana.trs#es_1_366775,,baby,,247,baby,116.934,117.504,@,117.284,117.504,I,NA,NA,baby,NA,NA,NA,245.1303200716053 ,235.3650536880339 ,253.64706979174122 ,SCHWA,0,M,117.394,NA,-1.2043610811983116,1.8641717351000628
Storyteller,STRUT,805.2386491013461,1154.5999306263307,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366099;prefix=248-;[0]=ew_0_355165;[1]=ew_0_355165,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366099,,One,,248,One,0.04,0.32,V,0.15,0.23,V,NA,NA,one,NA,NA,n,--undefined-- ,--undefined-- ,--undefined-- ,STRUT,0,M,0.19,NA,1.6108405351328217,-0.8101547064650294
Storyteller,KIT,699.0487487008061,1818.2912324119334,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366105;prefix=250-;[0]=ew_0_355166;[1]=ew_0_355166,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366105,,morning,,250,morning,0.32,0.78,@,0.57,0.65,I,NA,NA,morning,NA,NA,N,--undefined-- ,--undefined-- ,--undefined-- ,SCHWA,0,M,0.61,NA,0.9092765800091381,0.6169613697205438
Storyteller,START,938.5701584113817,1309.3161431686776,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366108;prefix=251-;[0]=ew_0_355167;[1]=ew_0_355167,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366108,,Tama,,251,Tama,1.07,1.35,#,1.16,1.22,#,NA,NA,tama,NA,NA,m,195.0544423013914 ,164.18824836285654 ,218.65375248730848 ,START,0,M,1.19,NA,2.491720738064842,-0.47747294075303365
Storyteller,LOT,609.4514001167753,1025.3214370216451,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366112;prefix=253-;[0]=ew_0_355168;[1]=ew_0_355168,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366112,,watched,,253,watched,1.35,1.74,#,1.47,1.55,Q,NA,NA,watched,NA,NA,J,569.0323444037323 ,534.0455222937036 ,605.5935356145592 ,START,0,M,1.51,NA,0.3173345026165474,-1.0881384860202714
Storyteller,KIT,427.98237615855345,1741.8160413422395,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366116;prefix=254-;[0]=ew_0_355169;[1]=ew_0_355169,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366116,,his,,254,his,1.74,1.89,@,1.75,1.81,I,NA,NA,his,NA,NA,z,175.23189741460476 ,161.69541325373672 ,187.80510304559942 ,SCHWA,0,M,1.78,NA,-0.8815754285572566,0.4525189937073359
Storyteller,FLEECE,452.11513971963234,2269.9762701674435,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366126;prefix=257-;[0]=ew_0_355171;[1]=ew_0_355171,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366126,,leave,,257,leave,2.37,2.64,i,2.45,2.56,i,NA,NA,leave,NA,NA,v,--undefined-- ,--undefined-- ,--undefined-- ,FLEECE,0,M,2.5050000000000003,NA,-0.7221376949487494,1.5882065510557792
Storyteller,NURSE,500.61253586876626,1296.5407424864768,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,0,3.391,g_2819;em_12_69357;n_820170-n_820182;p_1271;#=es_1_366132;prefix=259-;[0]=ew_0_355173;[1]=ew_0_355173,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366132,,work.,,259,work.,2.76,3.33,3,2.89,3.01,3,NA,NA,work,NA,NA,k,--undefined-- ,--undefined-- ,--undefined-- ,NURSE,0,M,2.95,NA,-0.40173034050872725,-0.5049435127557546
Storyteller,LOT,408.2584098610635,1382.8749878066178,segment≈^([I@EVQU{i#3\$u])$,Tama.trs,kids,4.2,8.027,g_2819;em_12_69359;n_820184-n_820197;p_1271;#=es_1_366237;prefix=261-;[0]=ew_0_355175;[1]=ew_0_355175,https://labbcat.canterbury.ac.nz/kids/transcript?transcript=Tama.trs#es_1_366237,,was,,261,was,4.45,4.65,V,4.51,4.55,Q,NA,NA,was,NA,NA,z,195.70076900297738 ,190.88365909120643 ,200.89161760008446 ,STRUT,0,M,4.529999999999999,NA,-1.0118855969838096,-0.3193014995332828
